TagCode,Subbasin,ReleaseSite,FirstWellsDate,LastDetectionDate,LastDetectionSite,Fate,Basin,SpillYear,WellsYear,ClassifiedZone,CorrectedFate,Rear Type Code,Harvest_Status,HarvestExposure,FallSpillHours,FallSpillDays,FallTotalSpill,SpringSpillHours,SpringSpillDays,SpringTotalSpill,ReturnedDownstream
3D9.1C2DD88BF0,Upper Columbia-Entiat,ENTIAR - Entiat River,2015-12-08T15:40:00Z,2016-03-19T19:29:00Z,ENM - Middle Entiat River,Downstream,Entiat,2016,2015,Below,Downstream,W,Open,0,460,24,4097.5,15,4,165.1,1
3D9.1C2DD94213,Wenatchee,"WENA4T - Lower Wenatchee trap, 2.8km below Mission Creek",2015-08-03T08:03:00Z,2015-08-03T09:37:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2016,2015,Wells Dam,At Wells,W,Open,0,460,24,4097.5,15,4,165.1,0
3D9.1C2DD95942,Upper Columbia-Entiat,ENTIAR - Entiat River,2014-08-28T06:28:00Z,2015-06-11T10:39:00Z,PRA - Priest Rapids Adult,Downstream,Entiat,2015,2014,Below,Downstream,W,Open,0,460,22,4187,285,37,4605.9,1
3D9.1C2DD9FE18,Upper Columbia-Entiat,ENTIAR - Entiat River,2015-09-01T14:26:00Z,2016-05-09T17:27:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Entiat,2016,2015,Below,Downstream,W,Open,0,460,24,4097.5,15,4,165.1,1
3D9.1C2DDA0B75,Upper Columbia-Entiat,ENTIAR - Entiat River,2015-09-05T07:08:00Z,2016-06-15T22:27:00Z,BCC - BON PH2 Corner Collector,Downstream,Entiat,2016,2015,Below,Downstream,W,Open,0,460,24,4097.5,15,4,165.1,1
3D9.1C2DDA30C0,Upper Columbia-Entiat,ENTIAR - Entiat River,2015-09-22T06:30:00Z,2016-05-06T05:47:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Entiat,2016,2015,Below,Downstream,W,Open,0,460,24,4097.5,15,4,165.1,1
3D9.1C2DDA355C,Upper Columbia-Entiat,ENTIAR - Entiat River,2014-07-21T08:06:00Z,2015-05-10T15:27:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Entiat,2015,2014,Below,Downstream,W,Open,0,460,22,4187,285,37,4605.9,1
3D9.1C2DDA377B,Upper Columbia-Entiat,ENTIAR - Entiat River,2014-08-24T17:19:00Z,2014-08-24T18:54:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Entiat,2015,2014,Wells Dam,At Wells,W,Open,0,460,22,4187,285,37,4605.9,0
3D9.1C2DDA7844,Upper Columbia-Entiat,ENTIAR - Entiat River,2015-09-15T11:08:00Z,2016-04-14T13:47:00Z,"MAD - Mad River, Entiat River Basin",Downstream,Entiat,2016,2015,Below,Downstream,W,Open,0,460,24,4097.5,15,4,165.1,1
3D9.1C2DDA86B3,Upper Columbia-Entiat,ENTIAR - Entiat River,2015-08-17T10:28:00Z,2015-08-17T11:56:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Entiat,2016,2015,Wells Dam,At Wells,W,Open,0,460,24,4097.5,15,4,165.1,0
3D9.1C2DDAE3FC,Upper Columbia-Entiat,ENTIAR - Entiat River,2014-08-31T14:32:00Z,2015-02-07T20:34:00Z,ENL - Lower Entiat River,Downstream,Entiat,2015,2014,Below,Downstream,W,Open,0,460,22,4187,285,37,4605.9,1
3D9.1C2DDAFB7F,Upper Columbia-Entiat,ENTIAR - Entiat River,2014-08-16T06:03:00Z,2015-06-05T08:10:00Z,"MAD - Mad River, Entiat River Basin",Downstream,Entiat,2015,2014,Below,Downstream,W,Open,0,460,22,4187,285,37,4605.9,1
3D9.1C2DDB28A5,Upper Columbia-Entiat,ENTIAR - Entiat River,2016-08-21T17:40:00Z,2016-08-21T18:55:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Entiat,2017,2016,Wells Dam,At Wells,W,Closed,0,460,22,3623,330,20,17709.1,0
3D9.1C2DDB54B2,Upper Columbia-Entiat,ENTIAR - Entiat River,2015-09-08T16:48:00Z,2016-03-13T09:44:00Z,RCT - Roaring Creek Temporary Array,Downstream,Entiat,2016,2015,Below,Downstream,W,Open,0,460,24,4097.5,15,4,165.1,1
3D9.1C2DDB8BE6,Upper Columbia-Entiat,ENTIAR - Entiat River,2015-10-09T07:01:00Z,2016-04-01T20:38:00Z,"MAD - Mad River, Entiat River Basin",Downstream,Entiat,2016,2015,Below,Downstream,W,Open,0,460,24,4097.5,15,4,165.1,1
3D9.1C2DE50622,Upper Columbia-Entiat,ENTIAR - Entiat River,2014-09-20T06:09:00Z,2015-06-21T21:19:00Z,ENF - Upper Entiat River at rkm 40.6,Downstream,Entiat,2015,2014,Below,Downstream,W,Open,0,460,22,4187,285,37,4605.9,1
3D9.1C2DEA993C,Upper Columbia-Entiat,ENTIAR - Entiat River,2016-09-28T07:07:00Z,2017-04-26T21:48:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Entiat,2017,2016,Below,Downstream,W,Closed,0,460,22,3623,330,20,17709.1,1
3D9.1C2DEABA1D,Upper Columbia-Entiat,ENTIAR - Entiat River,2015-08-14T12:38:00Z,2016-06-22T10:51:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Entiat,2016,2015,Below,Downstream,W,Open,0,460,24,4097.5,15,4,165.1,1
3D9.1C2DEAFDF7,Upper Columbia-Entiat,ENTIAR - Entiat River,2015-10-15T15:36:00Z,2016-05-28T09:11:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Entiat,2016,2015,Below,Downstream,W,Open,0,460,24,4097.5,15,4,165.1,1
3D9.1C2DEB626F,Upper Columbia-Entiat,ENTIAR - Entiat River,2016-08-25T12:39:00Z,2017-04-25T07:11:00Z,"MAD - Mad River, Entiat River Basin",Downstream,Entiat,2017,2016,Below,Downstream,W,Closed,0,460,22,3623,330,20,17709.1,1
3D9.1C2DEB8AD9,Upper Columbia-Entiat,ENTIAR - Entiat River,2016-08-21T14:26:00Z,2017-05-16T12:19:00Z,"MAD - Mad River, Entiat River Basin",Downstream,Entiat,2017,2016,Below,Downstream,W,Closed,0,460,22,3623,330,20,17709.1,1
3D9.1C2DEB9E13,Upper Columbia-Entiat,ENTIAR - Entiat River,2017-05-01T15:34:00Z,2017-05-13T16:46:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Entiat,2017,2017,Below,Downstream,W,Closed,0,460,22,3623,330,20,17709.1,1
3D9.1C2DEBD1D8,Upper Columbia-Entiat,MADRVR - Mad River (Entiat River watershed),2016-08-04T07:32:00Z,2016-08-04T09:00:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Entiat,2017,2016,Wells Dam,At Wells,W,Closed,0,460,22,3623,330,20,17709.1,0
3D9.1C2DEC94F8,Upper Columbia-Entiat,ENTIAR - Entiat River,2015-09-08T16:32:00Z,2016-05-02T16:19:00Z,ENS - Upper Entiat River at rkm 35.7,Downstream,Entiat,2016,2015,Below,Downstream,W,Open,0,460,24,4097.5,15,4,165.1,1
3D9.1C2DECA546,Upper Columbia-Entiat,ENTIAR - Entiat River,2015-08-17T09:58:00Z,2015-08-18T18:23:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Entiat,2016,2015,Wells Dam,At Wells,W,Open,0,460,24,4097.5,15,4,165.1,0
3D9.1C2DEE7D1C,Upper Columbia-Entiat,ENTIAR - Entiat River,2015-09-15T16:18:00Z,2016-03-29T09:32:00Z,RCT - Roaring Creek Temporary Array,Downstream,Entiat,2016,2015,Below,Downstream,W,Open,0,460,24,4097.5,15,4,165.1,1
3D9.1C2DF5B35E,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2015-10-01T23:58:00Z,2016-04-29T19:58:00Z,CHM - Chumstick Creek,Downstream,Wenatchee,2016,2015,Below,Downstream,H,Open,1,460,24,4097.5,15,4,165.1,1
3D9.1C2DF5B638,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2015-09-26T13:50:00Z,2015-09-26T15:22:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2016,2015,Wells Dam,At Wells,H,Open,1,460,24,4097.5,15,4,165.1,0
3D9.1C2DF6D9BB,Wenatchee,WENATR - Wenatchee River,2015-10-03T06:02:00Z,2016-04-03T16:57:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2016,2015,Wells Dam,At Wells,H,Open,1,460,24,4097.5,15,4,165.1,0
3D9.1C2DF6F220,Wenatchee,WENATR - Wenatchee River,2015-08-05T09:41:00Z,2015-08-05T11:04:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2016,2015,Wells Dam,At Wells,H,Open,1,460,24,4097.5,15,4,165.1,0
3D9.1C2DF710BD,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2015-08-29T12:39:00Z,2016-04-20T17:05:00Z,UWE - Upper Wenatchee River,Downstream,Wenatchee,2016,2015,Below,Downstream,H,Open,1,460,24,4097.5,15,4,165.1,1
3D9.1C2DF71D34,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2015-09-26T10:55:00Z,2015-09-26T12:28:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2016,2015,Wells Dam,At Wells,H,Open,1,460,24,4097.5,15,4,165.1,0
3D9.1C2DF739C1,Wenatchee,WENATR - Wenatchee River,2015-09-30T14:36:00Z,2016-05-19T06:06:00Z,ICL - Lower Icicle Instream Array,Downstream,Wenatchee,2016,2015,Below,Downstream,H,Open,1,460,24,4097.5,15,4,165.1,1
3D9.1C2DF74FA0,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2015-09-16T10:41:00Z,2015-09-16T16:51:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2016,2015,Wells Dam,At Wells,H,Open,1,460,24,4097.5,15,4,165.1,0
3D9.1C2DF75C05,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2015-09-27T12:53:00Z,2016-05-19T07:45:00Z,ICL - Lower Icicle Instream Array,Downstream,Wenatchee,2016,2015,Below,Downstream,H,Open,1,460,24,4097.5,15,4,165.1,1
3D9.1C2DF769D8,Wenatchee,WENATR - Wenatchee River,2015-10-15T11:56:00Z,2016-02-16T01:26:00Z,UWE - Upper Wenatchee River,Downstream,Wenatchee,2016,2015,Below,Downstream,H,Open,1,460,24,4097.5,15,4,165.1,1
3D9.1C2DF775E9,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2015-09-08T23:03:00Z,2015-09-09T00:30:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2016,2015,Wells Dam,At Wells,H,Open,1,460,24,4097.5,15,4,165.1,0
3D9.1C2DF77ED3,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2014-10-01T23:35:00Z,2015-04-02T00:03:00Z,"MAD - Mad River, Entiat River Basin",Downstream,Wenatchee,2015,2014,Below,Downstream,H,Open,1,460,22,4187,285,37,4605.9,1
3D9.1C2DF77F4B,Wenatchee,WENATR - Wenatchee River,2015-08-08T17:27:00Z,2015-08-08T17:30:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2016,2015,Wells Dam,At Wells,H,Open,1,460,24,4097.5,15,4,165.1,0
3D9.1C2DF7C57A,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2015-09-26T07:29:00Z,2016-04-24T05:04:00Z,ICL - Lower Icicle Instream Array,Downstream,Wenatchee,2016,2015,Below,Downstream,H,Open,1,460,24,4097.5,15,4,165.1,1
3D9.1C2DF7EA97,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2015-08-01T15:13:00Z,2015-10-11T15:31:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2016,2015,Wells Dam,At Wells,H,Open,1,460,24,4097.5,15,4,165.1,0
3D9.1C2DF7F15A,Wenatchee,NASONC - Nason Creek (tributary to Wenatchee River),2015-09-23T08:41:00Z,2016-02-12T22:05:00Z,LWE - Lower Wenatchee River,Downstream,Wenatchee,2016,2015,Below,Downstream,H,Open,1,460,24,4097.5,15,4,165.1,1
3D9.257C59EDBF,Wenatchee,WENATR - Wenatchee River,2008-11-19T03:30:00Z,2008-11-19T03:34:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C59EFA3,Wenatchee,WENATR - Wenatchee River,2008-09-16T12:48:00Z,2008-09-16T12:50:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5A3B05,Wenatchee,WENATR - Wenatchee River,2008-09-16T08:07:00Z,2009-05-12T10:32:00Z,MCJ - McNary Dam Juvenile,Downstream,Wenatchee,2009,2008,Below,Downstream,H,Open,1,644,37,5951,30,14,256.3,1
3D9.257C5A3EBA,Wenatchee,WENATR - Wenatchee River,2009-11-02T06:31:00Z,2009-11-02T06:32:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.257C5A40F2,Wenatchee,WENATR - Wenatchee River,2009-04-10T20:29:00Z,2009-04-10T20:33:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2009,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5A445A,Wenatchee,WENATR - Wenatchee River,2008-10-10T13:54:00Z,2008-10-10T13:54:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5A4839,Wenatchee,WENATR - Wenatchee River,2008-08-29T17:43:00Z,2008-08-29T17:45:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5A50B5,Wenatchee,WENATR - Wenatchee River,2008-09-21T19:02:00Z,2008-09-21T19:05:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5A55A5,Wenatchee,WENATR - Wenatchee River,2008-09-20T05:42:00Z,2008-09-20T05:43:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5A5D2D,Wenatchee,WENATR - Wenatchee River,2009-08-19T10:34:00Z,2009-08-19T10:36:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.257C5A79A4,Wenatchee,WENATR - Wenatchee River,2009-09-24T21:31:00Z,2009-09-24T21:31:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.257C5A7D9F,Wenatchee,WENATR - Wenatchee River,2009-10-23T19:34:00Z,2010-04-14T15:57:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.257C5A7DC3,Wenatchee,WENATR - Wenatchee River,2008-09-28T15:14:00Z,2008-09-28T15:16:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5A8126,Wenatchee,WENATR - Wenatchee River,2008-12-14T08:55:00Z,2008-12-14T08:59:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5A85C1,Wenatchee,WENATR - Wenatchee River,2008-11-05T23:49:00Z,2009-04-15T16:26:00Z,ENL - Lower Entiat River,Downstream,Wenatchee,2009,2008,Below,Downstream,H,Open,1,644,37,5951,30,14,256.3,1
3D9.257C5A920C,Wenatchee,WENATR - Wenatchee River,2008-09-20T09:58:00Z,2008-09-20T10:00:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5A9240,Wenatchee,WENATR - Wenatchee River,2008-09-23T16:17:00Z,2008-09-23T16:18:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5A940D,Wenatchee,WENATR - Wenatchee River,2009-07-23T12:10:00Z,2009-07-23T12:13:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.257C5A9584,Wenatchee,WENATR - Wenatchee River,2008-11-06T11:57:00Z,2008-11-06T12:00:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5A95E8,Wenatchee,WENATR - Wenatchee River,2009-09-05T13:03:00Z,2009-09-05T13:05:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.257C5A95EA,Wenatchee,WENATR - Wenatchee River,2008-10-09T06:36:00Z,2008-10-09T06:36:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5A9705,Wenatchee,WENATR - Wenatchee River,2009-09-19T19:09:00Z,2009-09-19T19:10:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.257C5A9B1F,Wenatchee,WENATR - Wenatchee River,2008-07-20T19:30:00Z,2008-07-20T19:32:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5A9F95,Wenatchee,WENATR - Wenatchee River,2008-08-12T19:12:00Z,2008-08-12T19:14:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5AA011,Wenatchee,WENATR - Wenatchee River,2009-10-23T11:48:00Z,2009-10-23T11:48:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.257C5AA3D5,Wenatchee,WENATR - Wenatchee River,2008-09-11T20:34:00Z,2008-09-11T20:34:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5AA6B0,Wenatchee,WENATR - Wenatchee River,2010-09-26T17:37:00Z,2010-09-26T17:39:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.257C5AAE59,Wenatchee,WENATR - Wenatchee River,2009-11-01T14:57:00Z,2009-11-01T15:21:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.257C5AB4BA,Wenatchee,WENATR - Wenatchee River,2008-09-30T16:23:00Z,2008-09-30T16:23:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5AB621,Wenatchee,WENATR - Wenatchee River,2009-07-08T12:50:00Z,2010-05-16T01:14:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.257C5AB882,Wenatchee,WENATR - Wenatchee River,2009-09-18T11:20:00Z,2009-09-18T11:20:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.257C5ABE83,Wenatchee,WENATR - Wenatchee River,2008-08-30T15:20:00Z,2008-08-30T15:21:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5AC4F3,Wenatchee,WENATR - Wenatchee River,2008-09-19T11:14:00Z,2008-09-19T11:15:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5AE340,Wenatchee,WENATR - Wenatchee River,2009-10-03T20:16:00Z,2010-04-16T23:24:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.257C5AE355,Wenatchee,WENATR - Wenatchee River,2009-09-08T00:17:00Z,2009-09-08T00:19:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.257C5AE879,Wenatchee,WENATR - Wenatchee River,2009-09-17T18:07:00Z,2010-05-14T09:12:00Z,RRJ - Rocky Reach Dam Juvenile,Downstream,Wenatchee,2010,2009,Below,Downstream,H,Open,1,626,28,3865.5,1,2,1.4,1
3D9.257C5AEAAF,Wenatchee,WENATR - Wenatchee River,2010-09-07T22:41:00Z,2010-09-07T22:43:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2011,2010,Wells Dam,At Wells,H,Open,1,631,31,4091.1,146,22,1891.7,0
3D9.257C5AF0D2,Wenatchee,WENATR - Wenatchee River,2008-10-05T14:35:00Z,2008-10-05T14:36:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5AF99E,Wenatchee,WENATR - Wenatchee River,2008-08-16T21:03:00Z,2008-08-17T05:57:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5AFA0D,Wenatchee,WENATR - Wenatchee River,2009-09-09T23:13:00Z,2009-09-09T23:14:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.257C5B05D8,Wenatchee,WENATR - Wenatchee River,2009-09-23T21:57:00Z,2009-09-23T21:58:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.257C5B0A42,Wenatchee,WENATR - Wenatchee River,2008-07-08T09:38:00Z,2008-07-12T14:06:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5B1BBC,Wenatchee,WENATR - Wenatchee River,2009-11-06T21:22:00Z,2009-11-06T21:23:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.257C5B1D41,Wenatchee,WENATR - Wenatchee River,2008-07-16T00:01:00Z,2008-07-16T00:04:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5B3655,Wenatchee,WENATR - Wenatchee River,2008-09-06T18:22:00Z,2008-09-06T18:22:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5B4859,Wenatchee,WENATR - Wenatchee River,2009-10-02T09:14:00Z,2009-10-02T09:15:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.257C5B5AB3,Wenatchee,WENATR - Wenatchee River,2008-11-15T09:07:00Z,2008-11-15T09:12:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5B6AD1,Wenatchee,WENATR - Wenatchee River,2008-10-09T19:01:00Z,2008-10-09T19:01:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5BF2FD,Wenatchee,WENATR - Wenatchee River,2009-09-13T13:05:00Z,2009-09-13T13:06:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.257C5C0148,Wenatchee,WENATR - Wenatchee River,2009-10-09T08:54:00Z,2010-04-23T14:23:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
3D9.257C5C0353,Wenatchee,WENATR - Wenatchee River,2008-09-20T14:35:00Z,2008-09-20T14:36:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5C038A,Wenatchee,WENATR - Wenatchee River,2008-09-06T13:20:00Z,2008-12-05T16:11:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5C0683,Wenatchee,WENATR - Wenatchee River,2008-10-04T18:14:00Z,2008-10-04T18:16:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5C07E2,Wenatchee,WENATR - Wenatchee River,2008-09-07T05:44:00Z,2008-09-07T06:31:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2009,2008,Wells Dam,At Wells,H,Open,1,644,37,5951,30,14,256.3,0
3D9.257C5C5A81,Wenatchee,WENATR - Wenatchee River,2009-10-17T11:19:00Z,2009-10-17T11:21:00Z,"WEA - Wells Dam, DCPUD Adult Ladders",At Wells,Wenatchee,2010,2009,Wells Dam,At Wells,H,Open,1,626,28,3865.5,1,2,1.4,0
